age,job,marital,education,balance,housing,loan,contact,campaign,pdays,previous,poutcome,purchase
18,unemployed,single,secondary,5220,no,no,unknown,7,-1,0,unknown,no
70,entrepreneur,married,secondary,7116,yes,no,cellular,8,7,2,unknown,yes
20,services,divorced,tertiary,-244,no,no,cellular,1,3,0,failure,no
33,retired,married,secondary,171,yes,no,cellular,5,27,2,unknown,no
40,admin.,married,secondary,-11,yes,no,cellular,10,-1,0,failure,no
28,unemployed,single,secondary,6389,yes,no,telephone,9,-1,4,failure,no
29,retired,single,primary,1596,yes,no,cellular,7,-1,5,unknown,no
27,entrepreneur,single,primary,1182,yes,no,unknown,1,30,4,unknown,no
49,entrepreneur,married,tertiary,1960,yes,no,cellular,8,-1,0,unknown,no
33,student,married,secondary,4029,yes,no,telephone,3,-1,2,failure,no
25,unemployed,single,secondary,4621,no,no,cellular,4,-1,3,unknown,no
55,self-employed,married,secondary,1475,yes,no,cellular,4,-1,5,unknown,no
29,admin.,married,secondary,2716,no,no,unknown,10,-1,2,failure,no
41,services,single,secondary,9081,yes,no,cellular,8,-1,0,unknown,no
45,entrepreneur,married,tertiary,4015,no,yes,unknown,1,-1,2,other,no
70,services,single,tertiary,5192,yes,no,unknown,8,-1,1,failure,no
25,entrepreneur,single,tertiary,9276,yes,no,telephone,9,-1,2,failure,no
45,admin.,married,secondary,4439,yes,no,cellular,9,-1,4,other,yes
53,retired,married,tertiary,5063,yes,no,cellular,5,-1,4,unknown,yes
43,management,single,secondary,2463,no,yes,cellular,4,26,1,failure,no
25,retired,single,secondary,4029,yes,no,cellular,4,-1,5,unknown,no
67,entrepreneur,single,tertiary,6286,no,no,cellular,9,15,2,failure,no
45,housemaid,single,secondary,5700,yes,yes,cellular,8,-1,5,other,yes
45,management,single,secondary,476,yes,no,cellular,10,22,3,unknown,no
54,self-employed,divorced,secondary,6845,no,yes,cellular,10,-1,2,failure,no
58,management,married,tertiary,-455,yes,no,cellular,7,-1,4,unknown,no
53,services,married,tertiary,693,no,no,cellular,3,-1,4,unknown,no
44,unemployed,married,secondary,4012,yes,no,cellular,4,8,5,unknown,no
34,services,married,tertiary,4443,no,no,telephone,9,-1,0,unknown,no
26,services,married,secondary,5782,yes,no,cellular,8,-1,4,unknown,no
50,self-employed,married,secondary,-254,no,no,cellular,1,-1,0,unknown,yes
70,housemaid,divorced,tertiary,2719,no,no,cellular,3,-1,4,failure,no
37,retired,married,tertiary,8483,yes,no,telephone,10,-1,4,unknown,no
30,retired,married,primary,136,yes,no,cellular,2,-1,3,success,no
45,blue-collar,married,secondary,3275,yes,no,cellular,2,-1,0,success,no
65,entrepreneur,married,tertiary,1921,no,no,unknown,8,-1,0,failure,no
46,housemaid,married,tertiary,8780,yes,no,telephone,6,16,4,unknown,yes
30,blue-collar,married,primary,3683,yes,no,cellular,6,-1,0,unknown,no
63,admin.,married,secondary,212,yes,no,cellular,4,-1,4,failure,no
52,entrepreneur,single,tertiary,5345,yes,yes,cellular,1,15,4,failure,no
23,entrepreneur,single,tertiary,4823,no,no,cellular,7,-1,5,unknown,no
35,student,single,secondary,5532,no,no,unknown,8,-1,2,other,yes
68,student,single,secondary,3144,yes,no,cellular,2,17,0,other,no
22,technician,married,secondary,7273,no,yes,unknown,2,-1,1,unknown,no
64,technician,single,tertiary,1608,yes,yes,cellular,1,-1,5,unknown,yes
42,services,single,primary,3114,yes,no,unknown,4,28,0,failure,no
19,admin.,married,tertiary,8934,yes,no,cellular,6,26,0,other,yes
27,management,single,tertiary,9751,no,no,cellular,5,-1,3,unknown,no
47,management,married,secondary,6457,no,no,cellular,4,-1,1,unknown,no
67,student,single,secondary,4779,no,no,cellular,4,-1,1,success,yes
62,student,divorced,secondary,3832,yes,no,cellular,10,-1,3,failure,no
22,student,married,secondary,3400,yes,no,telephone,7,-1,3,failure,no
50,housemaid,single,secondary,7439,yes,no,cellular,7,-1,0,unknown,no
18,unemployed,single,secondary,6463,no,no,telephone,2,25,2,unknown,no
35,technician,divorced,secondary,4068,no,yes,cellular,7,19,3,failure,no
49,housemaid,married,secondary,7338,no,no,cellular,2,-1,1,unknown,yes
64,retired,single,secondary,1345,yes,no,unknown,4,-1,1,unknown,no
66,management,married,secondary,-118,yes,yes,cellular,1,-1,0,unknown,no
28,self-employed,married,secondary,3612,yes,yes,cellular,5,-1,2,unknown,no
38,entrepreneur,married,primary,6569,yes,yes,cellular,1,-1,4,other,no
43,technician,divorced,tertiary,3310,yes,no,cellular,4,9,3,other,no
42,blue-collar,single,tertiary,9588,yes,no,unknown,9,-1,3,unknown,no
39,retired,single,secondary,1009,yes,no,telephone,8,19,0,unknown,no
44,technician,divorced,tertiary,7073,no,no,cellular,6,-1,5,failure,no
66,self-employed,married,tertiary,1078,no,no,unknown,8,-1,5,unknown,no
30,housemaid,married,tertiary,379,yes,no,cellular,5,-1,2,success,yes
50,admin.,married,secondary,1662,yes,yes,cellular,7,-1,1,success,no
51,entrepreneur,married,tertiary,9264,yes,no,unknown,8,22,1,failure,no
58,technician,married,tertiary,9340,no,no,cellular,7,6,4,unknown,no
52,unemployed,married,tertiary,7214,no,no,telephone,4,-1,1,unknown,no
18,student,married,tertiary,859,no,no,telephone,5,-1,5,success,no
38,student,married,secondary,3931,no,yes,telephone,10,-1,5,unknown,no
65,entrepreneur,married,tertiary,7648,yes,no,unknown,6,30,3,unknown,no
23,self-employed,married,secondary,3460,yes,no,cellular,6,9,4,unknown,no
45,housemaid,divorced,tertiary,3311,yes,no,cellular,9,-1,2,failure,no
34,student,single,secondary,3742,yes,no,cellular,10,-1,4,failure,no
22,technician,divorced,secondary,3717,no,no,telephone,2,-1,2,unknown,no
48,blue-collar,married,secondary,-420,yes,no,cellular,6,-1,5,unknown,no
22,management,married,tertiary,2232,yes,no,cellular,3,-1,1,unknown,no
55,management,single,secondary,7333,yes,no,cellular,2,-1,0,unknown,no
20,retired,married,tertiary,2209,no,no,unknown,6,25,4,unknown,no
70,services,married,tertiary,1922,yes,no,telephone,4,-1,4,failure,no
40,admin.,married,secondary,3141,no,no,cellular,5,-1,3,unknown,no
54,entrepreneur,married,secondary,167,yes,no,cellular,5,21,3,other,yes
70,retired,married,secondary,1996,yes,no,cellular,3,-1,5,success,yes
54,services,married,primary,2999,yes,yes,cellular,4,-1,2,failure,no
27,housemaid,single,tertiary,9136,no,no,cellular,3,-1,0,unknown,no
27,unemployed,married,secondary,9037,yes,no,unknown,7,-1,3,unknown,yes
36,unemployed,married,secondary,7580,no,no,unknown,1,-1,3,failure,no
34,admin.,single,tertiary,6323,yes,no,cellular,6,-1,1,failure,no
38,student,married,tertiary,689,yes,no,cellular,4,6,1,success,no
31,technician,married,tertiary,6104,no,no,cellular,1,-1,5,unknown,no
26,retired,single,tertiary,8150,yes,no,cellular,1,12,5,unknown,no
63,retired,married,secondary,8904,no,no,cellular,5,-1,3,unknown,no
18,entrepreneur,married,secondary,8603,no,no,cellular,5,12,2,unknown,no
68,entrepreneur,married,secondary,525,yes,no,cellular,10,2,0,other,no
62,unemployed,married,secondary,7285,no,no,telephone,7,3,3,failure,no
30,unemployed,married,secondary,-429,yes,no,telephone,4,-1,2,unknown,no
21,self-employed,single,secondary,5046,yes,yes,cellular,9,2,2,success,no
18,blue-collar,married,secondary,2185,yes,no,cellular,4,-1,3,failure,no
66,blue-collar,married,primary,8885,no,no,unknown,7,18,2,failure,no
57,self-employed,married,tertiary,6872,yes,no,unknown,5,-1,4,unknown,no
49,student,married,tertiary,1348,no,no,cellular,5,-1,2,unknown,no
51,blue-collar,single,tertiary,1522,no,no,cellular,6,-1,3,other,no
45,technician,married,secondary,5838,yes,no,cellular,8,8,2,unknown,no
48,technician,married,tertiary,3241,yes,yes,cellular,5,-1,3,failure,no
25,retired,married,secondary,798,yes,no,cellular,3,24,1,unknown,no
56,management,married,tertiary,3602,yes,no,cellular,6,28,3,unknown,no
43,self-employed,married,secondary,404,yes,no,cellular,2,-1,2,failure,no
51,technician,single,primary,2526,no,no,cellular,8,-1,3,unknown,no
20,services,married,secondary,9720,no,no,cellular,8,8,0,unknown,no
67,unemployed,married,secondary,6209,no,no,unknown,3,-1,3,success,yes
29,entrepreneur,married,primary,4211,no,no,cellular,8,-1,3,failure,no
18,blue-collar,single,secondary,7521,no,no,telephone,9,23,0,unknown,no
61,self-employed,married,tertiary,5469,yes,no,cellular,5,27,0,success,no
22,retired,single,tertiary,2120,no,no,cellular,5,24,0,unknown,no
47,admin.,single,tertiary,2146,no,no,cellular,6,-1,5,unknown,no
47,entrepreneur,single,primary,4365,yes,yes,cellular,7,-1,4,other,no
34,services,married,primary,6845,no,no,cellular,3,-1,5,failure,no
65,blue-collar,married,secondary,1789,yes,no,cellular,5,-1,3,unknown,no
64,services,single,tertiary,6870,no,no,cellular,1,-1,5,other,yes
40,unemployed,divorced,tertiary,3372,no,no,telephone,10,-1,5,unknown,no
32,unemployed,single,tertiary,9177,no,no,cellular,5,-1,0,unknown,no
54,student,married,secondary,7190,yes,no,telephone,4,10,0,unknown,no
38,retired,married,tertiary,940,no,no,cellular,1,8,1,unknown,no
31,entrepreneur,married,primary,265,yes,no,cellular,7,15,5,unknown,no
19,housemaid,single,primary,3592,yes,no,cellular,1,-1,4,unknown,no
28,housemaid,married,secondary,8841,no,no,telephone,8,-1,3,unknown,no
68,entrepreneur,married,secondary,9664,no,no,unknown,10,12,2,unknown,no
56,admin.,single,secondary,2166,no,no,unknown,2,-1,4,unknown,no
55,retired,married,tertiary,8155,yes,no,cellular,10,-1,4,unknown,yes
51,services,single,tertiary,5468,yes,no,unknown,5,-1,1,failure,no
55,admin.,married,secondary,7141,no,no,cellular,6,-1,3,unknown,no
67,management,married,secondary,1681,yes,no,unknown,9,-1,3,success,no
51,entrepreneur,married,secondary,9334,yes,no,cellular,7,18,0,other,yes
35,services,single,secondary,3388,no,no,cellular,6,23,0,failure,no
47,housemaid,married,primary,340,yes,no,cellular,5,-1,4,unknown,no
32,technician,married,tertiary,5399,no,yes,cellular,6,-1,1,other,no
44,self-employed,divorced,secondary,3618,yes,no,telephone,4,16,3,unknown,no
68,student,married,tertiary,65,yes,no,unknown,1,-1,1,unknown,yes
51,housemaid,married,secondary,5505,yes,no,cellular,9,-1,2,failure,no
69,retired,married,primary,8656,yes,no,telephone,5,22,3,unknown,no
55,unemployed,married,secondary,9974,yes,no,telephone,8,12,0,unknown,no
50,self-employed,single,secondary,8687,yes,yes,cellular,7,23,4,unknown,no
41,self-employed,married,secondary,6726,yes,no,cellular,8,-1,1,success,no
32,technician,married,tertiary,8879,yes,no,cellular,1,-1,0,failure,no
47,student,married,tertiary,5390,yes,no,cellular,9,17,4,unknown,yes
59,student,single,tertiary,3811,yes,no,cellular,1,-1,0,success,yes
68,management,married,secondary,7236,yes,no,cellular,3,13,3,failure,yes
34,management,married,secondary,8348,no,no,cellular,8,-1,1,failure,no
22,blue-collar,married,secondary,2482,no,no,cellular,1,14,2,unknown,no
46,housemaid,married,tertiary,8805,no,no,unknown,1,-1,5,failure,no
21,housemaid,married,secondary,5583,yes,no,cellular,6,-1,0,unknown,yes
27,housemaid,married,tertiary,56,no,no,cellular,5,-1,5,unknown,no
34,blue-collar,single,tertiary,2519,no,no,cellular,6,3,1,unknown,yes
27,admin.,married,primary,9996,no,no,cellular,3,-1,3,other,no
34,student,divorced,secondary,2080,yes,no,cellular,10,-1,0,unknown,no
37,technician,divorced,secondary,7646,no,no,cellular,10,22,3,failure,no
41,retired,married,secondary,7743,no,no,cellular,6,-1,2,success,no
22,student,married,tertiary,9053,no,yes,cellular,2,-1,2,failure,yes
51,management,married,tertiary,8886,yes,no,cellular,8,-1,4,other,no
23,self-employed,single,secondary,3519,yes,no,cellular,6,24,4,unknown,no
70,services,married,secondary,2638,yes,yes,telephone,4,-1,4,unknown,no
19,unemployed,married,tertiary,9340,yes,no,cellular,4,-1,3,unknown,no
30,blue-collar,married,primary,171,no,no,cellular,7,14,4,success,no
60,entrepreneur,single,secondary,277,yes,no,cellular,3,-1,1,unknown,no
60,services,single,tertiary,4427,yes,no,telephone,3,-1,5,success,yes
65,retired,married,secondary,9971,yes,no,cellular,6,-1,5,unknown,no
28,housemaid,single,secondary,2522,yes,no,telephone,9,10,3,failure,no
68,management,married,primary,1360,yes,no,telephone,1,-1,3,unknown,no
64,management,married,tertiary,2639,no,no,cellular,5,18,4,unknown,no
40,management,single,tertiary,574,no,no,cellular,1,21,5,success,yes
33,housemaid,married,secondary,9408,yes,yes,cellular,1,-1,5,unknown,no
48,entrepreneur,married,tertiary,8975,yes,no,cellular,3,7,4,unknown,no
28,blue-collar,married,secondary,6263,yes,no,cellular,3,-1,3,unknown,no
33,services,single,secondary,1486,yes,no,cellular,4,-1,2,unknown,no
25,housemaid,single,tertiary,8693,no,no,cellular,3,-1,2,unknown,no
21,retired,single,secondary,5827,no,no,cellular,6,23,4,unknown,no
57,blue-collar,single,tertiary,546,no,no,telephone,4,-1,2,unknown,no
21,retired,married,tertiary,1676,no,yes,cellular,8,-1,1,unknown,no
42,blue-collar,married,secondary,1838,yes,no,unknown,1,-1,1,unknown,no
20,entrepreneur,married,secondary,9547,no,no,unknown,8,-1,1,unknown,no
49,unemployed,married,secondary,0,no,no,unknown,1,-1,3,other,no
20,retired,married,secondary,1733,no,no,telephone,1,-1,3,failure,no
44,housemaid,divorced,tertiary,4108,yes,no,cellular,7,-1,3,unknown,no
46,blue-collar,married,tertiary,6734,no,no,cellular,1,-1,3,unknown,no
49,management,married,secondary,7472,no,no,cellular,9,-1,3,failure,no
67,student,married,secondary,6110,no,yes,cellular,8,-1,4,other,no
68,management,married,tertiary,100,yes,no,telephone,1,20,2,success,yes
36,admin.,divorced,tertiary,3784,no,no,unknown,2,27,4,unknown,yes
38,unemployed,married,secondary,8680,no,no,cellular,2,-1,2,unknown,no
22,unemployed,married,secondary,9573,no,no,cellular,2,-1,4,unknown,no
35,management,single,tertiary,3983,no,no,cellular,6,28,1,other,no
45,services,married,secondary,5401,no,no,cellular,4,5,0,unknown,no
59,entrepreneur,married,secondary,5629,yes,no,cellular,8,-1,3,failure,no
39,retired,married,tertiary,1254,no,no,cellular,1,-1,0,unknown,yes
38,housemaid,married,tertiary,1964,yes,no,telephone,10,-1,0,other,no
23,unemployed,divorced,tertiary,9915,no,no,cellular,4,-1,1,unknown,yes
18,management,single,tertiary,3982,yes,no,unknown,10,-1,0,unknown,no
22,management,married,tertiary,9186,yes,no,cellular,5,22,0,unknown,no
58,entrepreneur,single,secondary,8544,no,no,telephone,9,-1,1,unknown,no
29,entrepreneur,married,secondary,6900,no,yes,cellular,5,5,2,unknown,no
43,technician,married,secondary,6306,no,no,unknown,3,16,4,unknown,yes
63,technician,married,secondary,8143,no,yes,telephone,4,13,5,failure,no
51,services,married,tertiary,6896,no,no,cellular,10,20,0,other,yes
66,services,married,tertiary,6838,yes,no,cellular,7,28,3,unknown,no
31,admin.,single,primary,9450,yes,yes,unknown,1,-1,1,unknown,no
43,services,divorced,tertiary,4741,yes,no,cellular,6,26,0,unknown,no
62,blue-collar,married,secondary,6894,yes,no,cellular,8,7,5,unknown,no
44,entrepreneur,married,secondary,5937,yes,no,cellular,1,-1,2,unknown,yes
26,housemaid,married,tertiary,4195,no,no,telephone,8,3,2,unknown,yes
43,blue-collar,married,tertiary,2088,no,no,telephone,7,4,5,unknown,no
64,retired,married,tertiary,1282,yes,no,cellular,1,22,3,unknown,no
39,management,married,tertiary,5447,yes,yes,cellular,9,-1,0,unknown,no
64,services,single,tertiary,6094,no,no,unknown,3,-1,3,unknown,yes
47,management,married,tertiary,3020,yes,no,telephone,2,-1,2,unknown,no
60,unemployed,married,secondary,9471,yes,no,unknown,7,-1,2,success,no
65,admin.,married,tertiary,2718,no,no,cellular,3,-1,4,unknown,no
34,unemployed,married,tertiary,3257,no,no,cellular,1,-1,2,failure,yes
43,admin.,married,secondary,3516,yes,no,cellular,10,15,1,failure,no
53,technician,single,tertiary,2337,no,no,telephone,3,-1,4,unknown,no
18,management,married,secondary,5500,yes,no,cellular,6,-1,3,unknown,no
25,admin.,single,primary,6534,no,no,cellular,3,-1,2,failure,no
66,self-employed,married,secondary,6809,yes,no,cellular,5,-1,5,other,no
52,self-employed,married,tertiary,3739,yes,no,cellular,9,-1,1,unknown,no
69,self-employed,married,secondary,3928,no,yes,telephone,7,-1,4,unknown,no
32,student,single,tertiary,9111,yes,no,cellular,2,-1,1,success,yes
64,blue-collar,married,secondary,3650,no,no,telephone,1,-1,4,unknown,no
39,admin.,single,secondary,9022,yes,no,unknown,7,-1,4,other,yes
31,admin.,married,secondary,946,yes,no,cellular,4,-1,4,unknown,no
43,blue-collar,single,primary,9132,yes,no,telephone,7,-1,5,unknown,yes
45,management,married,secondary,5968,yes,no,unknown,6,-1,3,unknown,no
40,management,single,secondary,5290,no,no,unknown,7,-1,4,unknown,no
31,self-employed,married,tertiary,3675,yes,no,cellular,4,17,4,failure,no
41,blue-collar,divorced,secondary,4580,no,no,cellular,3,7,1,unknown,yes
19,self-employed,married,primary,364,no,no,cellular,5,-1,4,other,no
62,unemployed,married,secondary,6360,no,no,telephone,3,-1,3,unknown,no
43,student,married,tertiary,8163,yes,no,telephone,3,2,5,unknown,no
31,housemaid,single,secondary,5717,no,no,telephone,4,-1,5,other,no
68,retired,married,secondary,5172,yes,no,cellular,8,18,1,unknown,no
24,student,single,tertiary,1002,yes,no,cellular,2,22,4,failure,no
20,management,married,tertiary,4184,yes,no,cellular,4,18,1,unknown,no
64,housemaid,married,tertiary,910,yes,no,cellular,3,15,5,unknown,no
40,technician,married,secondary,3270,yes,no,telephone,7,9,3,other,yes
63,services,divorced,secondary,9597,no,no,cellular,2,-1,1,unknown,yes
60,self-employed,single,secondary,4159,yes,no,cellular,1,3,3,success,yes
64,admin.,divorced,primary,3501,yes,no,cellular,10,14,2,unknown,no
62,blue-collar,married,secondary,2983,no,no,cellular,1,2,4,unknown,no
35,blue-collar,single,secondary,4062,yes,no,cellular,6,-1,3,success,yes
55,admin.,single,secondary,98,yes,yes,cellular,3,-1,4,failure,no
52,self-employed,married,tertiary,8683,yes,no,cellular,7,22,3,unknown,no
68,services,single,secondary,9624,no,no,cellular,8,-1,0,unknown,no
32,retired,divorced,primary,2541,yes,no,cellular,5,5,0,other,no
42,services,single,secondary,7660,yes,no,telephone,5,27,0,other,no
54,housemaid,single,primary,5891,yes,no,cellular,2,5,3,unknown,no
45,services,married,secondary,6787,no,no,telephone,8,30,5,other,no
27,housemaid,married,tertiary,-434,no,no,telephone,10,4,5,unknown,no
56,services,divorced,primary,7623,no,no,cellular,1,-1,4,other,yes
34,retired,married,secondary,2250,yes,no,unknown,10,16,0,unknown,no
56,retired,single,primary,8161,yes,no,cellular,9,-1,4,failure,yes
39,management,single,secondary,9416,yes,no,telephone,1,-1,3,unknown,no
43,admin.,single,primary,6306,yes,no,unknown,1,-1,4,unknown,no
61,retired,divorced,tertiary,5929,yes,no,unknown,1,-1,4,unknown,yes
42,housemaid,married,secondary,7623,yes,yes,cellular,7,-1,0,success,yes
34,retired,married,secondary,1131,yes,yes,cellular,4,-1,5,unknown,no
30,management,married,secondary,5952,no,no,cellular,7,-1,1,failure,no
37,blue-collar,married,secondary,274,yes,yes,cellular,5,14,2,other,no
42,housemaid,married,secondary,5607,no,yes,telephone,7,-1,3,unknown,no
21,management,married,secondary,7304,yes,no,cellular,10,-1,3,unknown,no
27,unemployed,single,secondary,9178,yes,no,cellular,7,2,3,failure,no
20,unemployed,divorced,tertiary,3519,yes,no,telephone,4,2,2,unknown,no
58,technician,married,secondary,429,yes,no,cellular,2,22,1,unknown,no
62,services,married,secondary,2512,yes,no,unknown,8,-1,5,unknown,no
35,admin.,divorced,tertiary,4524,yes,no,telephone,2,18,4,unknown,yes
64,entrepreneur,married,secondary,5764,no,no,cellular,9,-1,5,unknown,no
53,student,married,secondary,7473,no,no,cellular,5,-1,3,unknown,no
64,management,married,secondary,9197,yes,yes,cellular,9,-1,4,unknown,yes
39,blue-collar,married,primary,4229,no,no,cellular,9,-1,0,unknown,no
51,student,married,tertiary,7461,no,no,unknown,8,-1,5,failure,no
64,blue-collar,divorced,secondary,2319,no,no,unknown,8,-1,0,unknown,no
25,student,married,tertiary,6155,no,no,cellular,4,-1,0,unknown,no
57,management,married,tertiary,684,yes,no,cellular,4,14,5,unknown,no
66,entrepreneur,married,tertiary,7980,yes,no,cellular,2,9,3,success,yes
61,student,married,tertiary,5843,yes,no,cellular,4,-1,2,other,no
36,management,single,tertiary,9503,yes,no,cellular,4,-1,3,other,yes
59,retired,single,secondary,27,yes,no,cellular,6,-1,0,other,no
58,entrepreneur,single,secondary,416,no,no,cellular,3,28,0,unknown,no
54,housemaid,married,secondary,9400,no,yes,cellular,2,-1,3,failure,no
23,blue-collar,divorced,primary,3074,no,yes,cellular,8,-1,2,failure,no
69,unemployed,single,tertiary,2819,no,no,unknown,2,-1,2,unknown,yes
43,services,single,tertiary,906,no,yes,telephone,8,-1,4,unknown,no
51,unemployed,married,primary,741,no,no,cellular,7,-1,1,failure,no
62,entrepreneur,married,secondary,4706,yes,no,cellular,3,-1,0,success,yes
23,housemaid,married,tertiary,6749,yes,no,cellular,6,16,2,unknown,no
54,blue-collar,single,tertiary,2633,yes,no,cellular,6,5,5,success,yes
50,housemaid,married,primary,298,no,no,cellular,10,2,0,unknown,no
70,student,married,primary,1023,yes,yes,telephone,5,-1,1,other,no
39,blue-collar,single,tertiary,6709,no,yes,cellular,8,-1,5,unknown,yes
38,student,single,secondary,4428,yes,yes,cellular,5,25,0,failure,no
23,management,divorced,tertiary,2388,yes,no,cellular,7,19,2,unknown,no
23,entrepreneur,married,secondary,2190,no,yes,unknown,6,-1,4,failure,no
65,self-employed,single,tertiary,3591,yes,no,unknown,7,-1,3,other,no
21,management,married,primary,6782,yes,yes,cellular,9,-1,5,failure,no
47,technician,married,secondary,8933,yes,yes,cellular,3,-1,3,unknown,yes
28,housemaid,married,tertiary,5749,yes,no,cellular,10,3,2,unknown,no
47,self-employed,married,secondary,190,no,no,cellular,7,28,2,other,no
48,student,married,secondary,8219,yes,no,cellular,10,-1,5,other,yes
41,retired,single,secondary,995,no,no,cellular,3,-1,1,unknown,no
26,management,married,tertiary,392,yes,no,cellular,2,22,5,unknown,no
20,technician,single,primary,8078,no,no,cellular,7,-1,0,unknown,no
68,admin.,married,primary,8941,yes,no,cellular,4,26,1,unknown,yes
48,self-employed,married,secondary,5373,no,no,unknown,1,2,3,other,no
57,unemployed,married,primary,4003,no,no,cellular,6,26,0,failure,no
54,blue-collar,married,tertiary,397,yes,no,telephone,6,-1,1,failure,no
53,technician,married,secondary,210,no,no,cellular,6,-1,3,unknown,no
41,entrepreneur,married,secondary,3195,no,no,cellular,2,-1,0,other,no
48,self-employed,married,secondary,2186,yes,yes,cellular,1,-1,4,failure,no
23,management,married,primary,6688,yes,no,telephone,3,-1,5,failure,no
19,entrepreneur,married,tertiary,5278,no,no,cellular,2,27,5,unknown,no
37,unemployed,divorced,tertiary,7268,no,no,cellular,6,15,5,failure,no
45,retired,married,secondary,4513,yes,yes,cellular,6,1,4,success,no
28,housemaid,single,tertiary,4012,yes,no,cellular,5,-1,1,unknown,no
21,housemaid,single,secondary,-85,no,yes,unknown,10,8,2,other,no
32,entrepreneur,divorced,secondary,9163,no,no,cellular,10,7,0,failure,no
23,student,single,tertiary,3680,no,yes,cellular,5,-1,1,unknown,no
66,retired,married,secondary,3762,yes,no,cellular,9,24,2,unknown,no
47,housemaid,single,tertiary,2015,no,no,unknown,5,-1,5,unknown,yes
55,retired,single,secondary,8787,yes,no,cellular,10,-1,5,failure,no
68,technician,married,tertiary,8501,yes,no,telephone,6,-1,5,unknown,yes
19,retired,married,secondary,5140,no,no,unknown,4,13,2,unknown,no
32,services,married,tertiary,6116,no,no,cellular,10,-1,0,other,no
28,unemployed,single,secondary,492,yes,no,cellular,1,-1,0,unknown,no
25,housemaid,single,secondary,8973,yes,no,cellular,4,-1,2,unknown,no
43,retired,married,primary,3870,no,no,telephone,2,-1,3,unknown,no
68,entrepreneur,married,secondary,1273,yes,no,cellular,10,-1,5,unknown,yes
62,admin.,married,tertiary,3061,no,no,cellular,3,-1,1,unknown,no
61,services,married,primary,3316,no,no,telephone,7,-1,0,unknown,no
22,services,divorced,secondary,6133,yes,no,cellular,7,-1,2,unknown,no
23,student,married,secondary,1256,no,no,cellular,1,20,3,other,no
43,retired,married,tertiary,1873,no,no,cellular,8,-1,4,unknown,no
21,student,married,primary,2076,no,yes,cellular,7,7,2,success,no
36,student,single,primary,8583,no,no,cellular,1,-1,3,failure,no
37,admin.,married,secondary,3684,no,no,cellular,8,-1,4,unknown,no
50,technician,single,tertiary,8399,yes,no,unknown,2,-1,3,unknown,no
37,retired,married,secondary,1897,yes,yes,cellular,8,-1,0,failure,no
66,management,married,primary,9826,no,no,unknown,3,-1,2,other,yes
29,housemaid,married,primary,5469,yes,no,cellular,10,19,4,failure,no
64,student,married,secondary,4035,yes,no,cellular,7,25,3,unknown,no
18,unemployed,married,secondary,6383,no,yes,telephone,6,-1,4,failure,no
43,blue-collar,divorced,secondary,7627,no,yes,cellular,5,-1,1,unknown,no
31,unemployed,single,secondary,8668,yes,no,unknown,10,27,2,unknown,no
55,admin.,divorced,tertiary,234,no,no,unknown,2,-1,0,unknown,no
54,admin.,married,secondary,132,no,no,cellular,2,-1,4,failure,no
28,entrepreneur,divorced,secondary,3768,yes,no,cellular,1,28,5,other,no
53,technician,married,secondary,3599,no,no,cellular,9,29,3,unknown,no
30,housemaid,married,primary,2401,yes,no,cellular,8,-1,5,unknown,no
60,self-employed,married,tertiary,1163,yes,no,cellular,8,-1,4,unknown,no
20,student,married,secondary,9707,yes,no,cellular,1,-1,5,unknown,no
50,unemployed,single,secondary,5091,yes,no,cellular,5,21,3,failure,no
23,blue-collar,married,primary,3372,yes,no,cellular,6,23,4,success,no
67,admin.,married,tertiary,554,no,no,telephone,2,-1,0,unknown,no
27,admin.,single,secondary,8072,no,no,telephone,10,10,0,unknown,no
22,technician,married,secondary,2582,no,no,cellular,5,8,2,unknown,yes
40,blue-collar,married,secondary,7507,no,no,unknown,6,2,0,unknown,no
27,blue-collar,married,secondary,9284,yes,no,cellular,9,16,4,other,no
61,technician,single,tertiary,3761,yes,no,cellular,10,4,4,failure,no
19,admin.,single,primary,1889,no,no,cellular,1,-1,0,unknown,no
30,housemaid,married,secondary,3053,yes,no,cellular,10,-1,1,unknown,no
57,retired,married,tertiary,4638,yes,no,cellular,3,9,4,other,no
19,retired,married,secondary,8899,no,no,unknown,9,-1,2,other,no
37,technician,single,tertiary,44,yes,no,unknown,1,-1,1,failure,no
18,blue-collar,married,tertiary,3163,no,no,cellular,1,14,0,success,no
54,student,married,secondary,1739,yes,no,telephone,1,5,3,unknown,no
26,technician,married,secondary,3273,yes,no,cellular,7,25,4,unknown,no
34,housemaid,married,tertiary,2127,yes,no,cellular,5,-1,3,unknown,no
26,technician,married,secondary,6118,no,no,telephone,6,-1,5,unknown,no
28,services,single,secondary,6280,yes,no,cellular,8,-1,2,unknown,no
32,unemployed,married,tertiary,7515,yes,no,cellular,2,22,1,unknown,yes
41,blue-collar,married,primary,2630,no,no,cellular,2,-1,3,unknown,no
55,entrepreneur,single,secondary,-404,no,yes,cellular,3,1,2,other,no
52,entrepreneur,single,tertiary,3358,yes,no,cellular,3,13,3,unknown,no
47,blue-collar,married,secondary,2208,yes,no,cellular,3,-1,3,unknown,no
48,self-employed,married,tertiary,4897,yes,no,cellular,4,27,2,other,no
66,housemaid,married,tertiary,5652,no,yes,cellular,3,18,4,unknown,yes
22,services,divorced,primary,-44,no,no,cellular,2,-1,3,other,no
